timestamp,I_y,PF,e_PF,d_if,I_f,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub
"2024-12-19T07:56:09.209019+00:00","3.81","0.8","0.17","0.11","1.83","2024-12-19T07:57:26.2407660Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209074+00:00","4.72","0.82","0","0.68","1.35","2024-12-19T07:57:26.2408011Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209125+00:00","4.6","0.78","0.18","0.45","1.95","2024-12-19T07:57:26.2408389Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209174+00:00","3.49","0.95","0.07","0.76","1.89","2024-12-19T07:57:26.2408750Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209223+00:00","4.03","0.92","0.34","0.33","1.77","2024-12-19T07:57:26.2409109Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209283+00:00","5.54","0.66","0.02","0.26","1.55","2024-12-19T07:57:26.2409658Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209331+00:00","3.44","0.67","0.13","0.07","1.29","2024-12-19T07:57:26.2410015Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209442+00:00","3.96","0.73","0.29","0.47","1.65","2024-12-19T07:57:26.2410377Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209527+00:00","5.16","0.86","0.15","0.55","1.36","2024-12-19T07:57:26.2410743Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209581+00:00","3.55","0.96","0.28","0.58","1.31","2024-12-19T07:57:26.2411129Z","1","2024-12-19T07:56:09.5650000Z","Record"
"2024-12-19T07:56:09.209627+00:00","4.93","0.88","0.07","0.06","1.37","2024-12-19T07:57:26.2411487Z","1","2024-12-19T07:56:09.6740000Z","Record"
"2024-12-19T07:56:09.209685+00:00","4.07","0.91","0.1","0.21","1.76","2024-12-19T07:57:26.2411848Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.209741+00:00","5.63","0.99","0.12","0.24","1.81","2024-12-19T07:57:26.2412236Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.209797+00:00","4.95","0.88","0.33","0.43","1.49","2024-12-19T07:57:26.2412604Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.209854+00:00","3.59","0.71","0.03","0.44","1.33","2024-12-19T07:57:26.2412964Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.209995+00:00","4.07","0.94","0.03","0.29","1.53","2024-12-19T07:57:26.2413340Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210057+00:00","5.57","0.86","0.2","0.71","1.68","2024-12-19T07:57:26.2413701Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210125+00:00","3.53","0.85","0.19","0.37","1.57","2024-12-19T07:57:26.2414060Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210187+00:00","5.75","0.88","0.03","0.71","1.73","2024-12-19T07:57:26.2414440Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210248+00:00","3.29","0.65","0.06","0.64","1.59","2024-12-19T07:57:26.2414801Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210315+00:00","5.71","0.78","0.35","0.05","1.62","2024-12-19T07:57:26.2415221Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210394+00:00","5.79","0.95","0.01","0.41","1.3","2024-12-19T07:57:26.2415606Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210448+00:00","5.67","0.95","0.01","0.68","1.81","2024-12-19T07:57:26.2416154Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210506+00:00","5.83","0.98","0.35","0.37","1.35","2024-12-19T07:57:26.2416654Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210557+00:00","5.19","0.79","0.14","0.57","1.93","2024-12-19T07:57:26.2417049Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210607+00:00","3.31","0.97","0.05","0.75","1.25","2024-12-19T07:57:26.2417583Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210655+00:00","3.63","0.89","0.27","0.67","1.92","2024-12-19T07:57:26.2418052Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210699+00:00","4.92","0.92","0.02","0.63","1.39","2024-12-19T07:57:26.2418455Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210751+00:00","3.69","0.66","0.31","0.18","1.57","2024-12-19T07:57:26.2418902Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210802+00:00","3.41","0.89","0.2","0.34","1.77","2024-12-19T07:57:26.2419620Z","1","2024-12-19T07:56:09.7990000Z","Record"
"2024-12-19T07:56:09.210855+00:00","5.27","0.96","0.08","0.54","1.85","2024-12-19T07:57:26.2419996Z","1","2024-12-19T07:56:09.9090000Z","Record"
"2024-12-19T07:56:09.210926+00:00","3.03","0.85","0.08","0.07","1.79","2024-12-19T07:57:26.2420863Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211057+00:00","3.29","0.88","0.23","0.13","1.54","2024-12-19T07:57:26.2421266Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211131+00:00","5.29","0.74","0.08","0.77","1.88","2024-12-19T07:57:26.2421840Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211191+00:00","4.22","0.8","0.06","0.73","1.38","2024-12-19T07:57:26.2422277Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211251+00:00","3.68","0.66","0.08","0.33","1.84","2024-12-19T07:57:26.2423031Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211309+00:00","5.34","0.67","0.31","0.37","1.26","2024-12-19T07:57:26.2423776Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211382+00:00","3.93","0.74","0.27","0.11","1.29","2024-12-19T07:57:26.2424530Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211446+00:00","5.6","0.78","0.06","0.71","1.55","2024-12-19T07:57:26.2427467Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211500+00:00","5.63","0.98","0.32","0.11","1.77","2024-12-19T07:57:26.2428416Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211557+00:00","3.84","0.78","0.15","0.7","1.44","2024-12-19T07:57:26.2428853Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211611+00:00","3.78","0.9","0.22","0.07","1.93","2024-12-19T07:57:26.2429245Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211662+00:00","3.38","0.76","0.05","0.5","1.25","2024-12-19T07:57:26.2429640Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211717+00:00","3.97","0.81","0.11","0.63","1.71","2024-12-19T07:57:26.2430051Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211789+00:00","3.48","0.94","0.24","0.67","1.69","2024-12-19T07:57:26.2430469Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211842+00:00","5.68","0.77","0.08","0.55","1.23","2024-12-19T07:57:26.2430850Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211893+00:00","4.28","0.9","0.13","0.49","1.43","2024-12-19T07:57:26.2431244Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211942+00:00","4.42","0.94","0.3","0.28","1.52","2024-12-19T07:57:26.2431786Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.211991+00:00","4.78","0.7","0.15","0.71","1.38","2024-12-19T07:57:26.2432181Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.212118+00:00","5.2","0.92","0.05","0.71","1.59","2024-12-19T07:57:26.2432671Z","1","2024-12-19T07:56:10.0340000Z","Record"
"2024-12-19T07:56:09.212169+00:00","3.88","0.88","0.03","0.59","1.92","2024-12-19T07:57:26.2433053Z","1","2024-12-19T07:56:10.1430000Z","Record"
"2024-12-19T07:56:09.212220+00:00","4.74","0.75","0.1","0.54","1.85","2024-12-19T07:57:26.2433426Z","1","2024-12-19T07:56:10.2680000Z","Record"
"2024-12-19T07:56:09.212274+00:00","5.3","0.98","0.22","0.41","1.45","2024-12-19T07:57:26.2433828Z","1","2024-12-19T07:56:10.2680000Z","Record"
